user,total_events,active_days,unique_pcs,unique_sources,first_activity,last_activity,total_logins,midnight_activity,after_hours_activity,weekend_activity,device_events,file_events,unique_files,emails_sent,web_events,unique_urls,average_hour,earliest_hour,latest_hour,openness,conscientiousness,extraversion,agreeableness,neuroticism,risk_score,prediction
GJT0386,36560,346,1,3,2010-01-04 07:47:00,2011-05-16 15:50:00,692,0,0,0,0,0,0,2998,32870,238,11.44425601750547,7,16,24,13,49,34,26,0.4088097197516899,Normal
JRF0835,4491,346,1,3,2010-01-04 08:26:00,2011-05-16 19:39:00,692,0,1075,0,0,0,0,339,3460,187,13.53440213760855,8,19,44,33,18,37,18,0.4087995676384259,Normal
AMH0464,4489,346,1,3,2010-01-04 07:55:00,2011-05-16 17:55:00,692,0,211,0,0,0,0,337,3460,90,12.603475161505903,7,18,45,16,42,37,21,0.40874891668742064,Normal
TDG0962,5006,346,2,3,2010-01-04 07:01:00,2011-05-16 16:11:00,1220,0,0,0,0,0,0,336,3450,164,11.284458649620456,7,16,42,40,36,26,21,0.40868906051080234,Normal
NIH0969,4764,346,2,3,2010-01-04 07:03:00,2011-05-16 16:15:00,974,0,0,0,0,0,0,330,3460,143,11.318219983207388,7,16,43,25,43,22,22,0.40868695585506165,Normal
CQH0730,61812,346,1,3,2010-01-04 07:52:00,2011-05-16 16:49:00,692,0,0,0,0,0,0,5068,56052,106,11.996990875558144,7,17,21,18,37,49,27,0.40850508819112824,Normal
SIJ0661,54708,346,1,3,2010-01-04 07:58:00,2011-05-16 15:51:00,692,0,0,0,0,0,0,4681,49335,240,11.51032755721284,7,16,40,17,14,15,21,0.4084301099573563,Normal
JMH0543,24295,228,1,3,2010-01-04 07:50:00,2010-11-23 18:04:00,632,0,336,0,0,0,0,2003,21660,80,12.518172463469849,7,18,44,25,37,13,34,0.40836875440663484,Normal
AJC0840,4516,346,1,3,2010-01-04 08:23:00,2011-05-16 19:25:00,692,0,1105,0,0,0,0,364,3460,100,13.533879539415413,8,19,14,24,19,33,37,0.4081544638515753,Normal
NNS0059,36595,346,1,3,2010-01-04 07:59:00,2011-05-16 18:53:00,692,0,4408,0,0,0,0,3033,32870,220,12.985517147151251,7,19,42,23,48,23,25,0.40810412224777837,Normal
ADC0391,36895,346,1,3,2010-01-04 07:50:00,2011-05-16 19:12:00,968,0,4566,0,0,0,0,3057,32870,192,12.997126981975878,7,19,50,43,40,33,38,0.4080301338741435,Normal
JZD0888,11722,346,1,3,2010-01-04 09:07:00,2011-05-16 18:15:00,692,0,837,0,0,0,0,996,10034,93,13.269152021839277,9,18,20,20,30,14,30,0.4078859399881084,Normal
AGB0186,11729,346,1,3,2010-01-04 07:05:00,2011-05-16 18:11:00,692,0,779,0,0,0,0,1003,10034,123,12.334640634325178,7,18,18,10,41,15,35,0.4077534838339461,Normal
CHG0146,54818,346,1,3,2010-01-04 08:18:00,2011-05-16 16:24:00,692,0,0,0,0,0,0,4648,49478,327,11.995603633842899,8,16,40,20,39,19,35,0.40735899740089826,Normal
NLO0131,4487,346,1,3,2010-01-04 08:58:00,2011-05-16 18:05:00,692,0,239,0,0,0,0,335,3460,173,13.017606418542456,8,18,19,13,46,40,29,0.4073455780407844,Normal
AMR0400,36549,346,1,3,2010-01-04 07:49:00,2011-05-16 19:00:00,692,0,4414,0,0,0,0,2987,32870,212,12.963966182385292,7,19,19,16,47,28,28,0.40723600808385124,Normal
SBN0495,61851,346,1,3,2010-01-04 08:02:00,2011-05-16 17:11:00,692,0,0,0,0,0,0,5107,56052,316,12.247029150700877,8,17,39,22,43,24,21,0.4071619648963701,Normal
WLV0566,36569,346,1,3,2010-01-04 08:54:00,2011-05-16 17:56:00,692,0,523,0,0,0,0,3007,32870,177,13.023517186688178,8,18,10,19,38,24,39,0.4069129364364911,Normal
MHA0798,36592,346,1,3,2010-01-04 08:05:00,2011-05-16 17:12:00,692,0,0,0,0,0,0,3030,32870,217,12.262352426759948,8,17,11,27,17,22,40,0.4067920863361139,Normal
MAW0166,54835,346,1,3,2010-01-04 07:30:00,2011-05-16 15:42:00,692,0,0,0,0,0,0,4665,49478,96,11.239846813166773,7,16,44,16,21,17,34,0.4066708045185525,Normal
HGN0287,35113,346,1,3,2010-01-04 09:04:00,2011-05-16 18:10:00,692,0,1832,0,0,0,0,3371,31050,137,13.266055307151198,9,18,45,30,18,18,27,0.40651952400745944,Normal
JCR0921,36602,346,1,3,2010-01-04 08:20:00,2011-05-16 19:28:00,692,0,6118,0,0,0,0,3040,32870,238,13.52885088246544,8,19,47,46,31,40,34,0.40639590705363227,Normal
UFK0208,55327,346,2,3,2010-01-04 07:35:00,2011-05-16 15:39:00,1140,0,0,0,0,0,0,4709,49478,256,11.265783433043541,7,16,18,34,22,23,30,0.4061783610753286,Normal
OYM0026,36618,346,3,3,2010-01-04 09:00:00,2011-05-16 18:10:00,754,0,2030,0,0,0,0,2994,32870,249,13.207739363154733,9,18,23,26,18,36,28,0.4061561933306779,Normal
BJW0619,61717,346,1,3,2010-01-04 07:49:00,2011-05-16 17:00:00,692,0,0,0,0,0,0,4973,56052,142,12.043683263930522,7,17,30,43,47,21,39,0.40600969411804877,Normal
LHB0967,4482,346,1,3,2010-01-04 07:09:00,2011-05-16 16:28:00,692,0,0,0,0,0,0,330,3460,72,11.317492190986167,7,16,37,38,41,47,33,0.4059892187528836,Normal
MCT0720,4489,346,1,3,2010-01-04 07:38:00,2011-05-16 16:52:00,692,0,0,0,0,0,0,337,3460,57,11.676542659835153,7,17,34,12,20,22,37,0.40591933556984544,Normal
SDO0170,61697,346,1,3,2010-01-04 07:34:00,2011-05-16 15:51:00,953,0,0,0,0,0,0,5016,55728,234,11.281585814545277,7,16,35,47,22,45,26,0.405885137939545,Normal
MFV0897,11693,346,1,3,2010-01-04 09:01:00,2011-05-16 18:19:00,692,0,821,0,0,0,0,996,10005,157,13.258616266142136,9,18,18,13,23,25,33,0.4057990746197304,Normal
IMG0320,61614,346,1,3,2010-01-04 07:32:00,2011-05-16 15:58:00,692,0,0,0,0,0,0,5032,55890,243,11.277209725062486,7,16,37,14,12,24,23,0.4056972190950305,Normal
CBG0490,61773,346,1,3,2010-01-04 08:12:00,2011-05-16 17:08:00,692,0,0,0,0,0,0,5029,56052,164,12.268337299467404,8,17,50,31,35,10,29,0.4056529488685963,Normal
TSG0906,11967,346,1,3,2010-01-04 09:05:00,2011-05-16 18:10:00,954,0,869,0,0,0,0,1008,10005,68,13.317707027659397,9,18,41,21,40,28,28,0.40552031429444024,Normal
RVF0201,45076,346,2,5,2010-01-04 07:09:00,2011-05-16 17:16:00,1001,0,0,0,687,252,252,3692,39444,155,11.7127961664744,7,17,36,32,38,29,28,0.4054202369620659,Normal
MIB0904,12020,346,1,3,2010-01-04 09:01:00,2011-05-16 18:14:00,972,0,844,0,0,0,0,1014,10034,197,13.31405990016639,9,18,22,21,34,38,25,0.40538889352342344,Normal
SVS0871,62298,346,3,3,2010-01-04 07:45:00,2011-05-16 17:57:00,1208,0,10,0,0,0,0,5038,56052,214,12.31513050178176,7,18,23,15,34,28,33,0.4053187394196453,Normal
RCC0617,61797,346,1,3,2010-01-04 07:46:00,2011-05-16 17:00:00,692,0,0,0,0,0,0,5053,56052,225,12.017962036992087,7,17,33,50,13,12,27,0.40509915329480006,Normal
AMV0036,54881,346,1,3,2010-01-04 07:32:00,2011-05-16 15:45:00,692,0,0,0,0,0,0,4711,49478,302,11.270002368761503,7,16,43,36,42,37,26,0.40507946236644127,Normal
WBC0315,61439,346,1,3,2010-01-04 07:32:00,2011-05-16 15:42:00,692,0,0,0,0,0,0,5019,55728,158,11.225182701541366,7,16,40,37,40,45,24,0.40504464503323323,Normal
BYP0070,25146,238,1,3,2010-01-04 07:48:00,2010-12-09 18:08:00,476,0,345,0,0,0,0,2060,22610,192,12.472520480394497,7,18,30,19,41,21,33,0.40504271254933893,Normal
DJS0682,36565,346,1,3,2010-01-04 08:47:00,2011-05-16 18:55:00,692,0,4941,0,0,0,0,3003,32870,244,13.500478599753864,8,19,22,23,36,13,30,0.4050157381746993,Normal
KJA0152,43823,346,1,3,2010-01-04 08:22:00,2011-05-16 18:30:00,692,0,3370,0,0,0,0,3687,39444,232,12.99701070214271,8,18,16,16,39,38,34,0.4047832300768043,Normal
KDS0349,54915,346,1,3,2010-01-04 08:00:00,2011-05-16 15:53:00,692,0,0,0,0,0,0,4745,49478,303,11.516343439861604,7,16,18,23,20,32,29,0.4047576757276204,Normal
NAR0981,36584,346,1,3,2010-01-04 07:30:00,2011-05-16 17:41:00,692,0,12,0,0,0,0,3022,32870,308,12.208861797507106,7,18,39,39,16,50,36,0.40472035670845835,Normal
JJB0700,4539,346,2,3,2010-01-04 07:34:00,2011-05-16 16:58:00,742,0,0,0,0,0,0,337,3460,81,11.648380700594844,7,17,15,19,39,37,28,0.404573931218435,Normal
MKG0711,4489,346,1,3,2010-01-04 07:40:00,2011-05-16 16:41:00,692,0,0,0,0,0,0,337,3460,161,11.688126531521497,7,17,17,26,43,32,38,0.4044498580042221,Normal
OMM0944,4488,346,1,3,2010-01-04 07:13:00,2011-05-16 16:25:00,692,0,0,0,0,0,0,336,3460,180,11.211229946524064,7,16,17,14,27,21,29,0.4042428976665796,Normal
DBW0483,61811,346,1,3,2010-01-04 08:08:00,2011-05-16 17:24:00,691,0,0,0,0,0,0,5068,56052,133,12.26297908139328,8,17,17,16,25,21,37,0.4041351778311549,Normal
KBB0189,43855,346,1,3,2010-01-04 06:49:00,2011-05-16 16:04:00,692,0,0,0,0,0,0,3719,39444,161,11.021913122791016,6,16,49,23,16,33,30,0.40401776380708226,Normal
AAN0823,4481,346,1,3,2010-01-04 08:19:00,2011-05-16 19:21:00,692,0,1114,0,0,0,0,339,3450,115,13.487391207319794,8,19,24,16,45,24,28,0.4038392179272459,Normal
YJF0532,12178,346,3,3,2010-01-04 08:51:00,2011-05-16 16:54:00,1150,0,0,0,0,0,0,994,10034,66,12.528740351453441,8,17,40,35,23,47,26,0.4035411002818705,Normal
NRO0768,11245,322,1,3,2010-01-04 08:19:00,2011-04-11 16:25:00,644,0,0,0,0,0,0,941,9660,129,12.01396176078257,8,16,18,18,41,25,36,0.4034900700125394,Normal
KKC0683,36616,346,1,3,2010-01-04 08:53:00,2011-05-16 18:56:00,692,0,4840,0,0,0,0,3054,32870,121,13.505270919816473,8,19,32,37,37,48,35,0.4034142904438173,Normal
BER0314,61707,346,1,3,2010-01-04 07:40:00,2011-05-16 15:46:00,692,0,0,0,0,0,0,4963,56052,274,11.27322670037435,7,16,23,20,18,19,32,0.4033802470843038,Normal
NCE0097,38324,346,1,3,2010-01-04 07:14:00,2011-05-16 17:12:00,692,0,0,0,0,0,0,3032,34600,308,11.807979334098738,7,17,48,36,20,11,35,0.4031184470032576,Normal
KJM0887,11731,346,1,3,2010-01-04 09:09:00,2011-05-16 18:24:00,692,0,936,0,0,0,0,1005,10034,138,13.239110050294093,9,18,31,47,14,16,32,0.403097012471236,Normal
HCV0478,62045,346,1,3,2010-01-04 08:00:00,2011-05-16 17:13:00,957,0,0,0,0,0,0,5036,56052,221,12.278781529535015,8,17,46,36,18,12,24,0.4030942484255989,Normal
UCH0519,9461,279,1,3,2010-01-04 08:59:00,2011-02-09 16:57:00,558,0,0,0,0,0,0,812,8091,69,12.513476376704364,8,17,33,40,20,47,28,0.40297599336897894,Normal
NMC0486,61464,346,1,3,2010-01-04 08:08:00,2011-05-16 17:29:00,692,0,0,0,0,0,0,5044,55728,109,12.228084732526357,8,17,42,10,23,21,27,0.40297238689664244,Normal
KAL0395,36488,346,1,3,2010-01-04 07:53:00,2011-05-16 18:56:00,692,0,4590,0,0,0,0,3021,32775,138,13.020061390046042,7,19,13,24,22,28,29,0.40294853487608623,Normal
RDT0424,38164,346,3,5,2010-01-04 07:47:00,2011-05-16 17:59:00,1108,0,560,0,710,464,464,3012,32870,172,12.556833665234253,7,18,38,44,19,34,28,0.4027912773383169,Normal
PDW0259,36907,346,40,3,2010-01-04 07:33:00,2011-05-16 16:38:00,1039,0,0,0,0,0,0,2998,32870,274,11.788766358685344,7,17,43,32,38,36,33,0.4027203735929012,Normal
EFS0882,11735,346,1,3,2010-01-04 09:04:00,2011-05-16 18:15:00,692,0,912,0,0,0,0,1009,10034,121,13.273625905411164,9,18,40,40,47,25,27,0.4026900484152525,Normal
KBL0260,36576,346,1,3,2010-01-04 07:32:00,2011-05-16 16:52:00,692,0,0,0,0,0,0,3014,32870,230,11.756589020122485,7,17,16,15,48,16,32,0.40263170657305075,Normal
ASS0206,54687,346,1,3,2010-01-04 07:41:00,2011-05-16 15:57:00,692,0,0,0,0,0,0,4660,49335,210,11.273044782123723,7,16,12,18,20,28,30,0.4025334791724168,Normal
CMM0487,61587,346,1,3,2010-01-04 08:05:00,2011-05-16 17:08:00,692,0,0,0,0,0,0,5005,55890,330,12.269992043775472,8,17,39,22,42,40,30,0.4024943077601074,Normal
RVC0232,36630,346,1,3,2010-01-04 07:59:00,2011-05-16 19:14:00,692,0,4605,0,0,0,0,3068,32870,196,12.986486486486486,7,19,34,20,47,38,25,0.4024617287041838,Normal
SER0165,43721,346,1,3,2010-01-04 07:28:00,2011-05-16 18:23:00,692,0,3104,0,0,0,0,3699,39330,115,12.466389149379017,7,18,20,15,24,17,27,0.40240556368253627,Normal
OMS0101,36584,346,1,3,2010-01-04 07:11:00,2011-05-16 17:29:00,692,0,0,0,0,0,0,3022,32870,336,11.762382462278591,7,17,20,12,21,22,29,0.40233399663181957,Normal
BTL0722,4486,346,1,3,2010-01-04 07:44:00,2011-05-16 16:45:00,692,0,0,0,0,0,0,334,3460,197,11.641105662059742,7,17,39,41,36,17,49,0.4022657299922389,Normal
ASD0577,4471,346,1,3,2010-01-04 08:20:00,2011-05-16 18:29:00,692,0,708,0,0,0,0,329,3450,235,13.029747260120779,8,18,40,48,36,14,37,0.4022401357924441,Normal
HAC0282,36551,346,1,3,2010-01-04 09:11:00,2011-05-16 18:12:00,692,0,1935,0,0,0,0,2989,32870,137,13.255834313698667,9,18,37,32,38,12,28,0.4021166233092436,Normal
COM0321,61760,346,1,3,2010-01-04 07:42:00,2011-05-16 15:36:00,692,0,0,0,0,0,0,5016,56052,291,11.29243847150259,7,16,38,18,34,18,27,0.40199800284811893,Normal
DDA0476,61789,346,1,3,2010-01-04 08:14:00,2011-05-16 17:28:00,692,0,0,0,0,0,0,5045,56052,194,12.247147550534885,8,17,36,25,39,13,39,0.4019922769284566,Normal
AES0827,4478,346,1,3,2010-01-04 08:16:00,2011-05-16 19:32:00,692,0,1075,0,0,0,0,336,3450,257,13.57637338097365,8,19,39,40,34,38,23,0.4019732861510884,Normal
EIM0156,36576,346,1,3,2010-01-04 06:56:00,2011-05-16 16:56:00,692,0,0,0,0,0,0,3014,32870,100,11.541147200349956,6,17,19,31,43,45,33,0.4018955309006641,Normal
HIW0536,54740,346,1,3,2010-01-04 07:46:00,2011-05-16 18:00:00,692,0,773,0,0,0,0,4713,49335,164,12.494830105955426,7,18,39,50,25,24,20,0.40169143080967745,Normal
WNB0908,11987,346,1,3,2010-01-04 09:05:00,2011-05-16 18:12:00,954,0,907,0,0,0,0,999,10034,215,13.275548510886795,9,18,38,38,38,22,23,0.4016580704211021,Normal
KTG0091,36554,346,1,3,2010-01-04 07:17:00,2011-05-16 15:39:00,692,0,0,0,0,0,0,2992,32870,253,11.003611095912897,7,15,46,41,16,15,29,0.4015973535511629,Normal
NAB0903,11789,346,1,3,2010-01-04 09:08:00,2011-05-16 18:12:00,692,0,873,0,0,0,0,1063,10034,229,13.22588854016456,9,18,44,30,19,30,37,0.4015265074531785,Normal
MMB0488,55279,310,1,3,2010-01-04 08:10:00,2011-03-24 17:15:00,620,0,0,0,0,0,0,4439,50220,114,12.262812279527488,8,17,21,18,16,24,27,0.40151842070308025,Normal
LJJ0905,11763,346,2,3,2010-01-04 09:11:00,2011-05-16 18:27:00,732,0,928,0,0,0,0,1026,10005,122,13.261327892544418,9,18,43,36,12,22,30,0.4009385555880698,Normal
NCO0666,36870,346,2,3,2010-01-04 07:56:00,2011-05-16 16:04:00,972,0,0,0,0,0,0,3028,32870,198,11.560292921074044,7,16,40,45,10,12,31,0.4009050402734079,Normal
MCJ0324,61726,346,1,3,2010-01-04 07:43:00,2011-05-16 15:35:00,692,0,0,0,0,0,0,4982,56052,157,11.250899134886433,7,16,28,20,40,20,36,0.40086687383925623,Normal
ANT0430,36895,346,3,3,2010-01-04 07:58:00,2011-05-16 16:50:00,1022,0,0,0,0,0,0,3003,32870,123,12.036102452906897,7,17,12,19,23,48,31,0.4008566086759045,Normal
GBM0603,57481,322,1,3,2010-01-04 07:55:00,2011-04-11 16:57:00,644,0,0,0,0,0,0,4673,52164,270,12.002505175623249,7,17,39,42,42,24,37,0.40073702018568325,Normal
SSH0799,37080,346,3,3,2010-01-04 08:05:00,2011-05-16 17:03:00,1209,0,0,0,0,0,0,3001,32870,166,12.265830636461704,8,17,23,18,31,31,40,0.40065054297477926,Normal
ABH0663,11732,346,1,3,2010-01-04 07:32:00,2011-05-16 16:46:00,692,0,0,0,0,0,0,1006,10034,202,11.793470848960109,7,17,47,49,41,11,34,0.4006182950715626,Normal
WVB0539,54799,346,1,3,2010-01-04 07:50:00,2011-05-16 16:52:00,692,0,0,0,0,0,0,4629,49478,285,12.003430719538677,7,17,43,16,18,42,31,0.4005317659643458,Normal
GMF0738,61780,346,1,3,2010-01-04 07:49:00,2011-05-16 17:11:00,692,0,0,0,0,0,0,5036,56052,182,12.018436387180317,7,17,30,40,45,20,18,0.4004725761072226,Normal
KNB0022,43782,346,1,3,2010-01-04 07:26:00,2011-05-16 15:30:00,692,0,0,0,0,0,0,3646,39444,184,11.028984514183911,7,15,22,38,45,16,30,0.40042509935402737,Normal
AKK0329,11737,346,1,3,2010-01-04 07:08:00,2011-05-16 18:05:00,692,0,827,0,0,0,0,1011,10034,311,12.344295816648206,7,18,45,22,25,39,22,0.4001442587920426,Normal
MJB0588,4524,346,1,3,2010-01-04 08:15:00,2011-05-16 18:36:00,692,0,695,0,0,0,0,372,3460,124,13.007515473032715,8,18,39,24,15,47,38,0.3999948660436947,Normal
ORB0473,4485,346,1,3,2010-01-04 07:53:00,2011-05-16 17:59:00,692,0,285,0,0,0,0,333,3460,123,12.46778149386845,7,18,38,44,46,38,38,0.3999610729723824,Normal
ZDW0859,58949,346,18,3,2010-01-04 07:45:00,2011-05-16 17:44:00,991,0,9,0,0,0,0,5020,52938,158,12.296968566048617,7,18,39,45,26,41,32,0.3998850738047964,Normal
MBG0438,24804,235,1,3,2010-01-04 07:46:00,2010-12-06 17:07:00,470,0,0,0,0,0,0,2009,22325,171,11.976656990807934,7,17,38,17,37,16,29,0.3998523502677029,Normal
HCC0344,11726,346,1,3,2010-01-04 07:05:00,2011-05-16 18:00:00,692,0,717,0,0,0,0,1000,10034,153,12.258314855875831,7,18,25,11,41,26,22,0.3997902068142751,Normal
TJG0582,4478,346,1,3,2010-01-04 08:19:00,2011-05-16 18:30:00,692,0,698,0,0,0,0,336,3450,90,12.964046449307727,8,18,42,50,18,15,29,0.39974151532294494,Normal
HCL0113,36601,346,1,3,2010-01-04 09:08:00,2011-05-16 18:14:00,692,0,2084,0,0,0,0,3039,32870,197,13.298161252424798,9,18,43,22,40,39,34,0.39973107053037216,Normal
FBA0348,54878,346,1,3,2010-01-04 08:15:00,2011-05-16 16:15:00,696,0,6,0,0,0,0,4704,49478,196,11.73894821239841,8,20,41,44,40,36,27,0.3996762960253338,Normal
SCF0608,62121,346,1,3,2010-01-04 07:50:00,2011-05-16 16:57:00,692,0,0,0,0,0,0,5377,56052,228,12.001722444905909,7,17,35,18,42,42,36,0.3996598588713887,Normal
ASL0378,36828,346,1,3,2010-01-04 07:45:00,2011-05-16 16:00:00,966,0,0,0,0,0,0,2992,32870,115,11.511648745519713,7,16,15,15,41,21,27,0.39961103941268117,Normal
RGH0728,50198,281,1,3,2010-01-04 07:47:00,2011-02-11 17:14:00,562,0,0,0,0,0,0,4114,45522,203,11.994461930754213,7,17,19,20,37,18,29,0.3991860495914298,Normal
IUY0279,35157,346,3,3,2010-01-04 09:14:00,2011-05-16 18:13:00,987,0,1985,0,0,0,0,3030,31140,195,13.249196461586598,9,18,38,38,17,21,29,0.3991360531449978,Normal
GQP0743,61722,346,1,3,2010-01-04 07:48:00,2011-05-16 16:56:00,692,0,0,0,0,0,0,4978,56052,321,12.027785878617024,7,17,47,39,19,39,25,0.39909241637368353,Normal
FHS0837,4479,346,1,3,2010-01-04 08:30:00,2011-05-16 19:28:00,692,0,1096,0,0,0,0,337,3450,176,13.518196025898638,8,19,23,37,14,42,34,0.3990344841813963,Normal
IMP0530,11734,346,1,3,2010-01-04 08:55:00,2011-05-16 17:12:00,692,0,0,0,0,0,0,1008,10034,135,12.446991648201807,8,17,40,17,42,50,32,0.3990029797739811,Normal
OHC0973,4486,346,1,3,2010-01-04 07:08:00,2011-05-16 16:15:00,692,0,0,0,0,0,0,334,3460,211,11.332144449398127,7,16,42,24,42,17,35,0.39888774314567305,Normal
LNS0989,37040,346,2,3,2010-01-04 07:35:00,2011-05-16 18:43:00,1133,0,3747,0,0,0,0,3037,32870,227,12.773299136069115,7,19,34,38,45,30,31,0.3988877242990472,Normal
JGM0934,36857,346,1,3,2010-01-04 07:12:00,2011-05-16 16:26:00,970,0,0,0,0,0,0,3017,32870,325,11.280896437583092,7,16,30,22,41,22,31,0.39887595081425614,Normal
RAS0432,36803,346,1,3,2010-01-04 07:59:00,2011-05-16 17:00:00,949,0,0,0,0,0,0,2984,32870,192,12.035567752628861,7,17,44,47,40,41,16,0.3988718639686376,Normal
SVL0940,36553,346,1,3,2010-01-04 07:04:00,2011-05-16 16:14:00,692,0,0,0,0,0,0,2991,32870,247,11.277022405821684,7,16,15,42,26,15,34,0.3988078173175678,Normal
UCS0227,36610,346,1,3,2010-01-04 07:46:00,2011-05-16 18:57:00,692,0,4646,0,0,0,0,3048,32870,265,13.014695438404807,7,19,22,32,41,35,34,0.39878817283600637,Normal
JIM0095,43813,346,1,3,2010-01-04 07:07:00,2011-05-16 17:26:00,692,0,0,0,0,0,0,3677,39444,197,11.753269577522653,7,17,10,18,21,15,35,0.3986980895135696,Normal
CNM0800,36556,346,1,3,2010-01-04 08:03:00,2011-05-16 17:08:00,692,0,0,0,0,0,0,2994,32870,91,12.26649524017945,8,17,32,11,40,38,24,0.39867065019925435,Normal
CCC0393,36618,346,1,3,2010-01-04 07:48:00,2011-05-16 18:52:00,692,0,4674,0,0,0,0,3056,32870,276,13.027308973728767,7,19,35,30,40,16,26,0.39843369146146945,Normal
KSH0569,36560,346,1,3,2010-01-04 08:53:00,2011-05-16 17:56:00,692,0,519,0,0,0,0,2998,32870,260,12.99679978118162,8,18,15,39,23,14,22,0.39838092877028985,Normal
TAC0300,4486,346,1,3,2010-01-04 08:56:00,2011-05-16 18:03:00,692,0,280,0,0,0,0,344,3450,96,12.973918858671421,8,18,15,38,18,18,36,0.3983396818502642,Normal
SNS0129,43853,346,1,3,2010-01-04 07:04:00,2011-05-16 16:05:00,692,0,0,0,0,0,0,3717,39444,195,11.292773584475407,7,16,26,10,43,35,30,0.398263102279895,Normal
SKG0759,11728,346,1,3,2010-01-04 08:15:00,2011-05-16 16:20:00,692,0,0,0,0,0,0,1002,10034,113,11.964955661664392,8,16,22,15,43,41,26,0.3981792287719077,Normal
MNR0829,4483,346,1,3,2010-01-04 08:17:00,2011-05-16 19:26:00,692,0,1093,0,0,0,0,331,3460,149,13.484720053535579,8,19,41,33,40,15,23,0.3980924743872733,Normal
GTD0898,11729,346,1,3,2010-01-04 09:13:00,2011-05-16 18:27:00,692,0,897,0,0,0,0,1003,10034,174,13.30616420837241,9,18,23,23,39,15,29,0.39808003054306235,Normal
HPR0585,4749,346,1,3,2010-01-04 08:27:00,2011-05-16 18:43:00,953,0,702,0,0,0,0,336,3460,144,12.917245735944409,8,18,34,46,15,46,35,0.3980300252110715,Normal
ALH0402,36601,346,1,3,2010-01-04 07:49:00,2011-05-16 18:57:00,692,0,4559,0,0,0,0,3039,32870,183,13.03278598945384,7,19,43,23,43,46,32,0.39795175177569514,Normal
HAM0985,36612,346,1,3,2010-01-04 07:44:00,2011-05-16 17:43:00,692,0,11,0,0,0,0,3050,32870,248,12.269310608543647,7,18,20,17,29,16,20,0.39776230207017627,Normal
BAK0964,4492,346,1,3,2010-01-04 07:02:00,2011-05-16 16:30:00,692,0,0,0,0,0,0,340,3460,84,11.304986642920747,7,16,25,16,22,18,28,0.39773316033851563,Normal
LHN0151,18980,346,1,3,2010-01-04 08:25:00,2011-05-16 16:26:00,692,0,0,0,0,0,0,1680,16608,183,12.024710221285563,8,16,13,15,19,32,26,0.3977105412398791,Normal
GOK0238,25481,241,1,3,2010-01-04 07:47:00,2010-12-14 18:07:00,482,0,331,0,0,0,0,2104,22895,224,12.522193006553904,7,18,33,43,27,40,33,0.397678966832244,Normal
AOB0019,43774,346,1,3,2010-01-04 07:51:00,2011-05-16 17:54:00,692,0,531,0,0,0,0,3638,39444,115,12.47098734408553,7,18,11,17,13,24,28,0.3976565496857073,Normal
MCF0327,61775,346,1,3,2010-01-04 07:30:00,2011-05-16 15:42:00,692,0,0,0,0,0,0,5031,56052,259,11.232893565358154,7,16,39,41,24,44,25,0.39757624951275217,Normal
FWM0707,4541,346,3,3,2010-01-04 07:38:00,2011-05-16 16:58:00,748,0,0,0,0,0,0,333,3460,131,11.707553402334288,7,17,50,36,35,18,34,0.3975296583298958,Normal
KRG0158,43846,346,1,3,2010-01-04 06:47:00,2011-05-16 15:56:00,692,0,0,0,0,0,0,3710,39444,206,10.960406878620626,6,16,34,38,42,14,27,0.39752923403285007,Normal
ALC0788,11730,346,1,3,2010-01-04 08:21:00,2011-05-16 19:43:00,692,0,2155,0,0,0,0,1004,10034,234,13.47237851662404,8,19,34,18,15,36,35,0.39747479918283,Normal
YJV0699,4492,346,1,3,2010-01-04 07:36:00,2011-05-16 16:48:00,692,0,0,0,0,0,0,340,3460,237,11.642252894033838,7,17,17,25,30,13,31,0.3974310429345007,Normal
AAL0706,4488,346,1,3,2010-01-04 07:38:00,2011-05-16 16:59:00,692,0,0,0,0,0,0,336,3460,203,11.69674688057041,7,17,37,14,28,13,25,0.3974206552287701,Normal
PRM0740,61743,346,1,3,2010-01-04 07:51:00,2011-05-16 16:58:00,692,0,0,0,0,0,0,4999,56052,134,12.050953144486014,7,17,45,40,45,42,27,0.39740295930194053,Normal
ZMC0284,36559,346,1,3,2010-01-04 09:09:00,2011-05-16 18:29:00,692,0,1953,0,0,0,0,2997,32870,118,13.25813069285265,9,18,42,33,41,30,31,0.3972724274329657,Normal
MNC0717,4968,346,3,3,2010-01-04 07:30:00,2011-05-16 16:54:00,1170,0,0,0,0,0,0,338,3460,72,11.76610305958132,7,17,30,37,22,22,34,0.3972004996151212,Normal
IJR0825,4490,346,1,3,2010-01-04 08:17:00,2011-05-16 19:30:00,692,0,1074,0,0,0,0,338,3460,128,13.503340757238307,8,19,38,42,39,46,32,0.39717231193603875,Normal
MJM0510,12229,346,4,3,2010-01-04 08:57:00,2011-05-16 16:58:00,1190,0,0,0,0,0,0,1005,10034,134,12.521874233379672,8,17,32,33,22,18,39,0.3971301912258466,Normal
LJB0826,4478,346,1,3,2010-01-04 08:26:00,2011-05-16 19:27:00,692,0,1035,0,0,0,0,336,3450,78,13.418267083519428,8,19,38,21,39,15,32,0.3970354584250977,Normal
SES0477,62025,346,1,3,2010-01-04 08:07:00,2011-05-16 17:11:00,968,0,0,0,0,0,0,5005,56052,94,12.285691253526803,8,17,38,40,13,39,29,0.3969788927967031,Normal
